IDNR,INTERVIEW_MODE,BROWSERNAME,BROWSERVERSION,BROWSEROS,BROWSERMOBILE,S00_SPRACHE,S01_SEX,S02,S02_AGEGRP,S031_AGGLOMERATIONSGROESSENKLASSE,S032_GEMEINDETYPOLOGIE,S033_KANTON,S034_REGIONEN,S035_STADTLAND,S036_GROSSREGIONEN,K00,F01_01,F01_02,F01_03,F02_01,F02_02,F02_03,F02_04,F02_05,F03,F04_01,F04_02,F04_03,F04_04,F04_05,F04_06,A01,A02_01,A02_02,A02_03,A02_04,A03_01,A03_02,A03_03,A03_04,A03_05,A03_06,A03_07,A03_08,A04,A05,A06,A07_01,A07_02,A07_03,A08_01,A08_02,A08_03,A08_04,A08_05,A08_06,A08_07,A08_08,A08_09,A08_09_OTH,A09_01,A09_02,A09_03,A09_04,A09_05,A09_06,A09_07,A10,A10_WNKA,A11_01,A11_02,A11_03,A11_04,A11_05,A11_06,A11_07,A11_08,A11_09,A11_98,A11_99,A12_01,A12_02,A12_03,A12_04,A12_05,A12_06,A12_07,A13_01,A13_02,A13_03,A13_04,A13_05,A13_06,A14_01,A14_02,A14_03,A14_04,A14_05,A14_06,A14_07,A14_98,A14_99,A16_01,A16_02,A16_03,A16_98,A16_99,A16_SEQUENCE,A17,A17_WNKA,A18_01,A18_02,A18_03,A18_98,A18_99,A18_SEQUENCE,A19_01,A19_02,A19_03,A19_98,A19_99,A19_SEQUENCE,A20A_01,A20A_02,A20A_03,A20A_98,A20A_99,A20A_SEQUENCE,A20B_01,A20B_02,A20B_03,A20B_98,A20B_99,A20B_SEQUENCE,A20C_01,A20C_02,A20C_03,A20C_98,A20C_99,A20C_SEQUENCE,A21,A21_TIME,A22_01,A22_02,A22_03,A22_04,A22_05,A22_98,A22_99,A22_TIME,A23_01,A23_02,A23_03,A23_04,A23_05,A23_TIME,A24_01,A24_02,A24_03,A24_04,A24_05,A24_98,A24_99,A24_TOTAL,A24_TIME,A25_01,A25_02,A25_03,A25_04,A25_98,A25_99,A25_SEQUENCE,F05A_01,F05A_02,F05A_03,F05A_04,F05A_05,F05A_06,F05B_01,F05B_02,F06,K01,K02,K03,K04,K06,K07,K07_WNKA,K08,K08_WNKA,INTERVIEWSTART,INTERVIEWENDE,DAUER,ID_Subjekt,Geschlecht,Nationalitaet,Einwohnerstatus,Zivilstand,GEBMONATJAHR,AlterZP,Gebiet,Anzahl_Personen_Haushalt,Haushaltsform
1510631,1,Chrome,108,Android,1,1,2,28,1,4,12,19,1,1,3,1,2,2,2,2,1,1,2,3,99,99,0,99,99,3,1,1,1,1,1,5,0,0,0,1,3,3,4,6,3,98,4,1,2,1,4,3,5,5,5,5,5,5,98,,3,2,4,3,3,2,2,Aarau Rohr scheint kein Treffpunkt zu haben,100,0,1,1,0,0,0,0,0,1,0,0,2,2,2,4,4,4,4,4,1,3,2,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,,99,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,3,36,0,0,0,0,1,0,0,28,3,3,5,4,5,-1,0,0,1,0,0,0,0,CHF 30000.00,11,1,0,0,0,0,0,1,5,5,5,5,5,5,5,2,4,10,1,1,2,2,,#NULL!,,99,07.01.2023 18:11,07.01.2023 18:33,1185,53081136,weiblich,Schweiz,Niederlassung CH,ledig,3.1994,28,Ausserfeld,2,Paar-/Zwei-Personenhaushalt
1510632,1,iPhone,16.1,iOS,1,1,1,24,1,4,12,19,1,1,3,1,2,1,1,4,3,3,4,4,6,8,9,7,6,8,7,24,1,4,1,5,9,7,9,8,8,4,8,8,5,6,6,2,2,2,4,5,3,4,4,4,5,5,5,Es muss auf sämtliche Interessen Rücksicht genommen werden. Meine Mitmenschen und ich haben kein Interesse an Kunstmuseen und Konzerstsälen. Angebote wie diese sind meiner Meinung nach übervertreten.,2,3,1,4,5,1,5,"Busse müssen aus der Stadt, Fussballstadion",100,1,0,1,0,0,0,1,0,0,0,0,4,2,5,4,2,2,3,3,1,5,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,"Mehrheitsinteresse, besseres Projekt",100,1,1,1,0,0,1;3;2,1,1,1,0,0,2;1;3,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,49,1,0,1,1,0,0,0,17,4,1,4,3,3,-1,1,0,1,0,0,0,0,CHF 35000.00,42,1,1,1,1,0,0,4;2;3;1,5,5,3,4,5,5,5,2,98,9,1,1,2,1,,97,,99,07.01.2023 18:17,07.01.2023 18:52,1469,107188,männlich,Schweiz,Ortsbürger/in,ledig,11.1998,24,Altstadt,3,Mehrpersonen-Haushalt ohne Kinder
1510640,1,Firefox,108,Mac,2,1,1,50,2,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,1,8,7,5,6,7,7,25,3,1,1,4,4,4,5,5,8,0,3,6,5,7,7,1,2,2,4,5,5,3,4,5,4,4,99,,3,1,5,5,2,3,5,Zukunft Kino Freier Film Aarau,100,0,0,0,1,1,1,0,0,0,0,0,3,3,5,2,4,4,3,3,1,5,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,Demokratie!,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,44,1,1,0,0,1,0,0,33,2,4,1,2,4,-1,0,1,0,0,1,0,0,CHF 50000.00,59,0,0,1,0,0,0,3,5,4,4,5,5,5,3,4,4,12,1,2,98,2,,#NULL!,Umfrage zu anspruchsvoll plus sprachliche Mängel!,100,07.01.2023 20:02,07.01.2023 20:50,2127,100972,männlich,Schweiz,Niederlassung CH,ledig,10.1971,51,Gönhard,1,Einzelhaushalt
1510654,1,Chrome,102,Android,1,1,1,48,2,4,12,19,1,1,3,1,2,2,2,3,4,3,3,3,5,9,8,7,8,9,9,22,2,2,2,4,8,9,7,8,6,3,8,8,5,5,5,2,2,2,3,4,4,4,5,5,5,5,99,,3,3,4,4,4,2,3,Busfreie Altstadt,100,1,0,1,0,0,0,1,0,0,0,0,4,4,4,4,4,4,3,4,99,4,4,99,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,3,33,1,0,1,0,1,0,0,18,3,3,5,2,4,-1,0,0,1,0,0,0,0,CHF 30000.00,38,0,1,0,0,0,0,2,5,5,4,5,5,4,5,1,4,12,1,1,1,1,,98,,99,07.01.2023 23:36,08.01.2023 00:00,1444,113542,männlich,Schweiz,Niederlassung CH,ledig,12.1974,48,Gönhard,4,Mehrpersonen-Haushalt mit Kinder
1510660,1,iPhone,16.1,iOS,1,1,1,55,3,4,12,19,1,1,3,1,2,2,1,4,3,3,3,4,99,8,8,5,7,9,7,15,4,4,3,5,8,8,5,6,7,4,8,7,4,5,4,1,2,2,4,4,5,4,3,4,2,4,5,Qualitätvolle Entwicklung,2,1,5,3,1,4,5,Qualitätvolle Entwicklung,100,1,0,1,0,0,1,0,0,0,0,0,4,4,4,3,3,3,5,2,1,2,5,3,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,3,,99,0,0,1,0,0,3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,5,15,0,0,0,0,1,0,0,12,1,2,1,3,5,-1,0,0,0,0,1,0,0,CHF 40000.00,15,1,1,1,1,0,0,1;2;3;4,5,4,5,5,5,5,1,3,1,13,1,2,2,1,,97,,99,08.01.2023 07:26,08.01.2023 07:43,1020,104232,männlich,Schweiz,Niederlassung CH,ledig,7.1967,55,Zelgli,2,Paar-/Zwei-Personenhaushalt
1510668,1,iPhone,12.1,iOS,1,1,2,54,2,4,12,19,1,1,3,1,2,2,1,4,4,4,4,3,1,9,7,99,5,8,9,22,1,2,2,5,9,9,9,7,9,2,9,9,4,6,5,98,2,2,5,5,5,5,4,5,4,5,5,Gesamtnachhaltigkeit,99,1,4,99,2,2,4,"Zu viel Autoverkehr, zu wenig Förderung Velo und",100,0,0,0,1,0,1,1,0,0,0,0,4,4,4,4,4,4,5,5,99,5,2,99,99,0,0,0,1,1,1,0,0,0,1,1,1,0,0,,,98,0,0,0,1,0,,1,1,1,0,0,,1,1,1,0,0,,1,1,1,0,0,,1,1,1,0,0,,5,19,0,0,0,1,1,0,0,17,1,3,2,4,5,32,0,1,0,0,1,0,0,CHF 50000.00,16,1,1,1,1,0,0,,2,4,4,4,5,5,5,2,4,13,1,3,1,1,,97,,99,08.01.2023 08:56,19.02.2023 10:37,1141,105306,weiblich,Schweiz,Niederlassung CH,verheiratet,11.1968,54,Zelgli,4,Mehrpersonen-Haushalt ohne Kinder
1510673,1,Chrome,102,Android,1,1,2,36,2,4,12,19,1,1,3,1,2,2,1,3,2,3,3,3,7,4,4,6,4,3,7,6,1,1,2,4,7,7,7,6,6,5,9,8,4,4,3,2,2,2,4,5,5,4,4,4,4,4,5,Betreuungsmöglichkeiten für Kinder,3,3,3,3,3,3,4,-Zu viele Ausländer,100,1,0,1,0,0,0,0,0,1,0,0,4,4,4,3,4,4,3,4,2,4,4,2,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3;1;2,,99,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,4,33,1,0,0,1,0,0,0,13,5,3,1,5,3,-1,1,1,0,1,0,0,0,CHF 30000.00,37,1,1,1,1,0,0,4;3;2;1,5,5,4,4,4,5,3,2,3,10,1,1,1,1,,97,,99,08.01.2023 09:34,08.01.2023 10:07,1484,190815,weiblich,Schweiz,Niederlassung CH,verheiratet,8.1986,36,Innenstadt,4,Mehrpersonen-Haushalt mit Kinder
1510690,1,iPhone,an unknown version,iOS,1,1,1,48,2,4,12,19,1,1,3,1,2,2,2,4,3,3,4,3,1,8,7,6,8,9,9,8,1,3,5,4,9,9,7,7,9,4,9,9,4,7,6,1,2,1,4,5,5,5,5,5,3,3,99,,2,1,5,4,2,4,3,Erhöhung des Grünanteiles im Stadtzentrum.,100,1,1,0,0,1,0,0,0,0,0,0,4,3,4,3,3,3,4,5,2,5,1,2,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1;2;3,,99,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,5,17,0,1,0,0,1,0,0,46,2,4,3,1,4,-1,0,1,0,0,1,0,0,CHF 50000.00,21,1,1,1,1,0,0,1;3;2;4,5,5,5,5,5,5,4,1,3,13,1,1,2,1,,98,,99,08.01.2023 11:31,08.01.2023 11:52,1205,109659,männlich,Schweiz,Niederlassung CH,ledig,9.1974,48,Zelgli,2,Paar-/Zwei-Personenhaushalt
1510695,1,Safari,15.2,Mac,2,1,2,24,1,4,12,19,1,1,3,1,2,2,1,3,3,3,4,4,3,8,8,7,4,7,7,24,1,4,1,5,7,7,3,4,7,1,9,7,4,5,4,1,2,1,4,5,5,5,4,4,3,5,5,Nutzen/ Angebote für alle Altersgruppen,3,1,4,3,1,4,4,Spaltung der Bevölkerung,100,1,0,0,0,0,1,0,0,1,0,0,5,5,4,2,4,4,5,5,2,5,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3;1;2,Budget muss nicht ausgeschöpft werden,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,1,1,1,0,0,3;1;2,4,14,0,1,0,1,0,0,0,37,1,5,3,5,4,-1,0,1,0,1,0,0,0,CHF 25000.00,47,1,1,1,1,0,0,2;3;1;4,5,2,4,5,5,5,5,1,3,13,1,1,2,1,,98,,99,08.01.2023 12:06,08.01.2023 12:41,1719,107404,weiblich,Schweiz,Niederlassung CH,ledig,11.1998,24,Goldern,6,Mehrpersonen-Haushalt ohne Kinder
1510696,1,Chrome,102,Android,1,1,2,60,3,4,12,19,1,1,3,1,0,2,2,3,4,4,3,3,8,8,99,6,8,8,8,8,1,1,1,1,8,6,6,7,7,6,9,7,5,7,7,2,1,2,3,3,4,3,5,3,4,4,1,,4,2,1,5,4,1,5,,97,0,1,1,0,1,0,0,0,0,0,0,5,5,5,5,5,5,4,5,1,5,1,99,99,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3,,99,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,1,0,,5,22,0,1,0,0,0,0,0,10,4,5,5,1,5,-1,0,1,0,0,1,0,0,CHF 50000.00,20,0,0,1,0,0,0,3,5,5,5,5,5,5,3,5,2,5,1,1,1,2,,#NULL!,,99,08.01.2023 12:07,08.01.2023 12:22,865,190712,weiblich,Schweiz,Niederlassung CH,geschieden,4.1963,59,Scheibenschachen,1,Einzelhaushalt
1510698,1,,,,2,1,1,34,1,4,12,19,1,1,3,1,2,2,1,4,4,3,4,4,1,8,3,6,5,7,8,10,2,2,2,5,8,9,7,4,8,3,9,9,5,6,5,1,2,1,4,4,5,99,3,4,2,3,5,Nutzen für Natur (Flora & Fauna),2,1,5,4,2,3,5,"Die Folgen des Klimawandels, Biodiversitätsverlust",100,0,1,0,0,0,1,0,1,0,0,0,4,4,4,4,4,3,5,5,1,5,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Methode 1 scheint am demokratischten zu sein.,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,5,33,1,0,1,1,1,0,0,21,3,2,4,4,5,-1,1,0,1,1,0,0,0,CHF 50000.00,44,1,1,1,1,0,0,2;3;1;4,5,4,4,4,5,5,4,2,3,13,1,1,2,1,,98,,99,08.01.2023 12:10,08.01.2023 12:36,1572,177339,männlich,Schweiz,Niederlassung CH,ledig,2.1988,34,Gönhard,2,Paar-/Zwei-Personenhaushalt
1510700,1,Chrome,108,Windows,2,1,1,60,3,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,6,10,10,4,5,4,8,24,1,1,2,5,6,7,6,8,8,8,10,10,4,5,6,1,2,2,5,5,5,1,5,4,5,1,4,Nachhaltigkeit,3,2,2,4,4,2,2,Erschliessung mit Fernwärme und 5 G Antennen,100,1,0,0,0,0,0,1,1,0,0,0,4,4,4,4,5,4,5,5,4,5,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,Mehrheit soll entscheiden,100,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,5,15,0,0,0,1,1,0,0,31,1,1,1,4,5,-1,0,0,0,0,1,0,0,CHF 40000.00,10,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,13,1,1,1,1,,98,,99,08.01.2023 12:36,08.01.2023 13:03,1452,108057,männlich,Schweiz,Niederlassung CH,verheiratet,9.1963,59,Zelgli,5,Mehrpersonen-Haushalt ohne Kinder
1510702,1,Safari,16.1,Mac,2,1,1,49,2,4,12,19,1,1,3,2,2,2,0,2,3,2,2,2,8,5,5,4,5,3,4,26,98,4,1,5,4,2,3,1,5,5,5,7,5,2,4,1,1,1,98,3,3,4,4,4,4,5,98,,4,3,4,4,4,2,5,zu wenig Parkplätze !!!,100,1,1,0,0,1,0,0,0,0,0,0,5,5,5,1,5,1,5,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,98,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,1,1,1,0,0,3;1;2,5,24,0,0,1,0,1,0,0,23,2,1,4,2,5,-1,0,1,0,0,1,0,0,CHF 50000.00,29,0,1,1,1,0,0,2;3;4,5,3,4,5,4,5,5,1,3,5,1,3,1,1,,98,,99,08.01.2023 12:55,08.01.2023 13:18,1353,113162,männlich,Italien,Niederlassung C,verheiratet,7.1973,49,Hungerberg,5,Mehrpersonen-Haushalt mit Kinder
1510709,1,Safari,14,Mac,2,1,1,48,2,4,12,19,1,1,3,1,2,2,2,4,4,4,4,4,3,7,7,4,7,8,8,24,1,1,1,99,7,7,7,7,8,4,8,8,5,5,6,1,2,1,4,4,5,5,5,5,3,4,5,Gesundheit und Erholung,1,1,5,4,1,1,5,Mehr Möglichkeiten für Sport und Freizeit,100,1,0,0,1,0,0,0,1,0,0,0,5,5,5,4,5,5,5,5,5,5,1,5,5,1,1,0,1,0,1,0,0,0,1,1,1,0,0,3;1;2,,98,1,1,1,0,0,1;2;3,0,0,0,1,0,,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,1,1,1,0,0,1;2;3,5,32,0,0,0,1,0,0,0,12,2,4,1,5,5,-1,0,0,0,0,1,0,0,CHF 40000.00,10,0,0,0,0,1,0,,5,4,4,5,4,5,4,1,3,99,2,97,1,1,,98,,99,08.01.2023 13:40,08.01.2023 14:06,1559,113047,männlich,Schweiz,Niederlassung CH,verheiratet,12.1974,47,Zelgli,4,Mehrpersonen-Haushalt mit Kinder
1510711,1,Chrome,108,Windows,2,1,1,65,3,4,12,19,1,1,3,1,2,2,1,4,3,4,4,4,8,8,8,2,4,2,3,23,3,3,2,5,5,3,3,5,2,2,7,4,4,3,2,2,2,2,5,5,4,4,4,5,5,5,5,"Gesunde Finanzen, keine linken, sinnlosen Abenteuer",3,2,2,3,3,2,3,,97,1,0,1,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,3,5,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,Stopp der sinnlosen Geldverschwendung,100,1,0,0,0,0,1,1,1,1,0,0,1;2;3,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,3,14,0,0,1,0,0,0,0,18,4,3,4,2,2,-1,1,0,1,0,0,0,0,CHF 35000.00,21,1,0,0,0,0,0,1,5,5,4,5,5,5,2,5,2,12,1,1,1,2,,#NULL!,Zu viele Fragen,100,08.01.2023 13:49,08.01.2023 14:10,1090,112836,männlich,Schweiz,Niederlassung CH,verheiratet,8.1957,65,Zelgli,3,Mehrpersonen-Haushalt ohne Kinder
1510713,1,Chrome,104,Mac,2,1,3,28,1,4,12,19,1,1,3,1,2,2,2,4,3,3,4,4,5,10,10,2,6,0,0,50,1,5,4,5,6,6,6,3,7,1,10,8,4,6,6,1,2,2,5,5,5,4,4,5,4,2,98,,3,1,4,5,5,1,5,zu tiefe Frequenz der ÖV Anbindung nach Zürich,100,0,0,1,0,0,0,1,1,0,0,0,5,5,1,5,5,5,4,5,4,5,5,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3;1;2,Konsens in der Bevölkerung finden: Zufriedenheit,100,1,1,1,0,0,1;3;2,1,1,1,0,0,1;2;3,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,3;1;2,5,40,0,0,0,1,0,0,0,8,5,1,4,5,5,-1,1,0,0,0,1,0,0,CHF 45000.00,25,1,1,1,1,0,0,2;3;4;1,5,5,5,5,5,5,2,1,2,13,1,1,2,1,,98,,99,08.01.2023 13:52,08.01.2023 14:07,892,108896,männlich,Schweiz,Niederlassung CH,ledig,4.1998,24,Zelgli,5,Mehrpersonen-Haushalt ohne Kinder
1510714,1,Safari,16.2,Mac,2,1,1,51,2,4,12,19,1,1,3,2,2,2,2,3,3,3,4,4,5,5,5,5,8,7,8,20,3,3,2,5,4,7,7,4,7,1,8,7,4,5,6,1,2,1,4,5,5,5,5,5,4,5,99,,4,2,4,4,4,2,4,,97,1,0,1,0,0,0,0,1,0,0,0,5,5,5,4,4,4,4,4,99,99,3,3,99,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,,99,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,1,1,1,0,0,1;3;2,0,0,0,0,1,,0,0,0,0,1,,3,41,0,0,1,1,1,0,0,30,2,3,5,4,3,-1,1,1,1,0,0,0,0,CHF 45000.00,23,0,0,0,0,0,1,,5,5,5,5,5,5,3,4,3,13,2,97,1,1,,97,,99,08.01.2023 13:53,08.01.2023 14:12,1137,109799,männlich,Italien,Niederlassung C,verheiratet,5.1971,51,Zelgli,4,Mehrpersonen-Haushalt mit Kinder
1510716,1,Chrome,102,Android,1,1,2,45,2,4,12,19,1,1,3,1,2,2,2,3,3,2,3,3,2,7,6,3,4,5,5,25,1,1,2,5,4,4,6,4,5,4,6,4,4,3,3,1,2,1,4,5,5,5,5,5,5,5,99,,2,2,3,2,2,2,4,meine Wohnung muss ich verlassen wegen hausabriss,100,1,0,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5,5,4,2,4,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,19,0,0,0,1,0,0,0,27,3,1,4,5,2,-1,1,0,1,1,0,0,0,CHF 50000.00,24,0,1,0,0,0,0,2,5,5,5,5,5,5,5,1,3,11,1,1,1,1,,98,,99,08.01.2023 14:25,08.01.2023 14:43,1053,101135,weiblich,Schweiz,Niederlassung CH,ledig,12.1977,44,Binzenhof,3,Mehrpersonen-Haushalt ohne Kinder
1510719,1,iPhone,16,iOS,1,1,1,25,1,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,2,7,4,6,4,6,4,2,1,1,1,3,7,7,7,6,6,6,7,7,4,5,6,1,2,2,4,4,4,4,4,4,5,3,4,,4,2,4,4,2,2,4,,97,0,0,0,1,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,1,5,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,5,10,1,0,0,0,0,0,0,6,4,2,4,4,4,-1,1,0,0,0,1,0,0,CHF 45000.00,27,0,0,0,0,0,1,,5,5,5,5,5,5,5,1,4,12,1,1,2,2,,#NULL!,,99,08.01.2023 14:29,08.01.2023 14:39,561,102556,männlich,Schweiz,Niederlassung CH,ledig,10.1997,25,Siebenmatten,3,Mehrpersonen-Haushalt ohne Kinder
1510738,1,Chrome,108,Windows,2,1,1,76,4,4,12,19,1,1,3,1,0,1,1,4,4,4,4,4,10,8,8,3,3,6,5,20,2,3,3,4,6,8,7,6,4,4,8,8,5,2,4,2,2,1,5,5,4,3,5,4,5,5,5,Wahlen,4,1,1,2,4,2,1,Busverbindung Kehrichtabfuhr,100,0,1,1,0,0,0,1,0,0,0,0,4,4,5,5,5,4,4,5,3,5,4,2,2,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3;1;2,Politische Motivation,100,1,1,1,0,0,3;1;2,1,1,1,0,0,1;3;2,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,5,45,1,1,0,0,1,0,0,25,5,4,5,3,5,-1,0,1,0,0,1,0,0,CHF 50000.00,26,1,1,1,1,0,0,2;1;4;3,5,4,4,5,5,4,2,4,2,5,1,1,1,1,,98,,99,08.01.2023 15:27,08.01.2023 15:50,1365,108642,männlich,Schweiz,Ortsbürger/in,geschieden,8.1946,76,Torfeld Nord,2,Paar-/Zwei-Personenhaushalt
1510750,1,iPhone,16.1,iOS,1,1,2,40,2,4,12,19,1,1,3,1,2,2,2,4,4,4,4,3,1,8,8,6,9,8,8,15,2,2,2,5,8,8,8,8,4,2,9,8,5,6,5,1,2,1,4,4,5,99,4,5,5,4,5,Verkehrsfreie Altstadt,99,99,5,3,1,3,4,Littering,100,1,0,0,0,0,1,1,0,0,0,0,4,4,4,4,4,4,5,5,1,5,2,99,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,40,0,0,0,1,1,0,0,18,2,3,2,5,5,-1,0,0,0,0,1,0,0,CHF 40000.00,112,0,1,0,0,0,0,2,4,4,4,5,4,5,5,1,4,12,1,1,1,1,,98,,99,08.01.2023 16:27,08.01.2023 16:59,1503,105510,weiblich,Schweiz,Niederlassung CH,ledig,1.1982,40,Scheibenschachen,2,Paar-/Zwei-Personenhaushalt
1510778,1,Chrome,108,Windows,2,2,1,32,1,4,12,19,1,1,3,2,2,1,0,2,1,3,3,3,8,7,2,2,5,2,2,5,1,1,1,5,2,2,2,1,5,3,6,6,4,4,5,1,2,1,5,5,5,5,5,4,4,5,98,,2,2,2,2,4,1,2,,99,1,0,0,0,0,0,0,1,1,0,0,5,5,5,3,3,2,3,5,1,4,2,3,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,2;1;3,,99,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,1,1,1,0,0,2;1;3,5,27,0,1,0,0,1,0,0,25,2,4,3,1,5,-1,0,1,0,0,1,0,0,CHF 50000.00,24,1,1,1,1,0,0,4;3;1;2,5,5,5,5,5,5,5,2,4,13,2,97,2,2,,#NULL!,,99,08.01.2023 19:36,08.01.2023 20:00,1261,190011,männlich,Kroatien,Aufenthalt B,ledig,9.1990,32,Scheibenschachen,1,Einzelhaushalt
1510782,1,Firefox,88,Linux,2,1,2,47,2,4,12,19,1,1,3,1,2,2,2,3,3,3,3,3,2,8,6,5,7,5,6,19,1,1,1,5,7,7,7,6,5,1,8,8,5,4,5,1,2,1,4,4,5,4,5,4,3,5,5,Nachhaltigkeit / Erneuerbare Energien / Kinder - Jugend / Naturnahe Erholungsgebiete,2,1,5,5,1,1,2,"Subventionen, Förderung f. ökologische Massnahmen",100,1,1,0,0,0,1,0,0,0,0,0,5,4,5,3,4,4,4,5,99,5,1,2,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,3;1;2,,99,0,0,0,1,0,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,0,0,0,0,1,,5,23,0,1,0,1,1,0,0,42,1,3,1,4,5,-1,0,1,0,0,1,0,0,CHF 50000.00,18,1,1,1,1,0,0,3;2;1;4,5,4,4,5,5,5,5,4,3,12,1,1,1,1,,97,,99,08.01.2023 20:16,08.01.2023 20:55,1971,105699,weiblich,Schweiz,Niederlassung CH,ledig,10.1975,47,Scheibenschachen,4,Mehrpersonen-Haushalt mit Kinder
